asvID,Domain,Supergroup,Division,Subdivision,Class,Order,Family,Genus,Species
ASV_975,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydomonas,Chlamydomonas_raudensis
ASV_976,Eukaryota,Obazoa,Opisthokonta,Fungi,Rozellomycota,Rozellomycota_X,Rozellomycota_XX,Rozella,Rozella_allomycis
ASV_977,Eukaryota,TSAR,Rhizaria,Rhizaria_X,Rhizaria_XX,Aquavolonida,Aquavolonida_X,Aquavolon,Aquavolon_hoantrani
ASV_978,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12C,MAST-12C_sp.
ASV_979,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Monosigidae_Group_O,Monosigidae_Group_O_X,Monosigidae_Group_O_X_sp.
ASV_980,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_981,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_radiosa
ASV_982,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Carteria,Carteria_lunzensis
ASV_983,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA
ASV_984,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Bosmina,Bosmina_longirostris
ASV_985,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra_ulna
ASV_986,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_987,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Cypridopsis,Cypridopsis_adusta
ASV_988,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadales_X,Paraphysomonadales_XX,Paraphysomonadales_XX_sp.
ASV_989,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Penicillium,Penicillium_purpurogenum
ASV_990,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,NA
ASV_991,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Occidodiaptomus,NA
ASV_992,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_subclavatum
ASV_993,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12C,MAST-12C_sp.
ASV_994,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_995,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,Stephanodiscus_niagarae
ASV_996,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_997,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,Peronosporales_X,Peronosporales_X_sp.
ASV_998,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,NA,NA
ASV_999,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA
ASV_1000,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Lachancea,Lachancea_waltii
ASV_1001,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1002,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydopodium,Chlamydopodium_starrii
ASV_1003,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Eudorina,Eudorina_elegans
ASV_1004,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,NA,NA,NA
ASV_1005,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Carteria,Carteria_lunzensis
ASV_1006,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmaceae_X,Scenedesmaceae_X_sp.
ASV_1007,Eukaryota,TSAR,Rhizaria,Rhizaria_X,Rhizaria_XX,Aquavolonida,Aquavolonida_X,Aquavolon,Aquavolon_hoantrani
ASV_1008,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Diaphanosoma,Diaphanosoma_sp.
ASV_1009,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1010,Eukaryota,TSAR,Rhizaria,Cercozoa,Novel-clade-10-12,Tremulida,Tremulidae,Tremula,Tremula_longifila
ASV_1011,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Komma,Komma_caudata
ASV_1012,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,Vernalophrys,Vernalophrys_algivore
ASV_1013,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.
ASV_1014,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Pansomonadida,Agitatidae,Agitatidae_X,Agitatidae_X_sp.
ASV_1015,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Desmodesmus,Desmodesmus_pannonicus
ASV_1016,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,NA,NA
ASV_1017,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Cypridopsis,Cypridopsis_adusta
ASV_1018,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Chlorochromonas,Chlorochromonas_sp.
ASV_1019,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,Peronosporales_X,Peronosporales_X_sp.
ASV_1020,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Saprolegniales,Aphanomyces,NA
ASV_1021,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
ASV_1022,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Corethrella,Corethrella_wirthi
ASV_1023,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmaceae_X,Scenedesmaceae_X_sp.
ASV_1024,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,NA,NA,NA,NA
ASV_1025,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Adriamonas,Adriamonas_peritocrescens
ASV_1026,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Saprolegniales,Saprolegnia,Saprolegnia_parasitica
ASV_1027,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Chlorellales,Chlorellales_X,NA,NA
ASV_1028,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_vietnamica
ASV_1029,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,NA,NA,NA
ASV_1030,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Chydorus,Chydorus_sphaericus
ASV_1031,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Trametes,Trametes_sp.
ASV_1032,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1033,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidium,Filobasidium_uniguttulatum
ASV_1034,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_1035,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Oedogoniales,Oedogoniales_X,Oedogonium,Oedogonium_sp.
ASV_1036,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,NA,NA
ASV_1037,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadales_clade-X,Ochromonadales_clade-X_X,Ochromonadales_clade-X_X_sp.
ASV_1038,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_longispina
ASV_1039,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
ASV_1040,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1041,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptophyceae_X,Basal_Cryptophyceae-1,Basal_Cryptophyceae-1_X,Basal_Cryptophyceae-1_X_sp.
ASV_1042,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,Leptophryidae_X,Leptophryidae_X_sp.
ASV_1043,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,NA
ASV_1044,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1045,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,NA,NA
ASV_1046,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Spizellomycetales,NA,NA,NA
ASV_1047,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Bodomorphidae,Bodomorpha,NA
ASV_1048,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1049,Eukaryota,Obazoa,Opisthokonta,Metazoa,Craniata,Craniata_X,Teleostei,Macquaria,Macquaria_ambigua
ASV_1050,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandona,Sandona_sp.
ASV_1051,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Acroperus,Acroperus_harpae
ASV_1052,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12C,MAST-12C_sp.
ASV_1053,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Bodomorphidae,Bodomorpha,Bodomorpha_sp.
ASV_1054,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiaceae,Rhizophydium,NA
ASV_1055,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12C,MAST-12C_sp.
ASV_1056,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Cypridopsis,Cypridopsis_sp.
ASV_1057,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Daphnia,Daphnia_magna
ASV_1058,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.
ASV_1059,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1060,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Coccomyxaceae,Coccomyxa,Coccomyxa_simplex
ASV_1061,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1062,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Carteria,Carteria_lunzensis
ASV_1063,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
ASV_1064,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Zygophlyctidales,Zygophlyctidaceae,Zygophlyctis,NA
ASV_1065,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_1066,Eukaryota,Obazoa,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Modicella,NA
ASV_1067,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_1068,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Poteriospumella,Poteriospumella_lacustris
ASV_1069,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Chytridiales,Chytridiaceae,Diplochytridium,Diplochytridium_lagenarium
ASV_1070,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_chlorogonii
ASV_1071,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordyceps,NA
ASV_1072,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,NA,NA
ASV_1073,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Occidodiaptomus,NA
ASV_1074,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Chlorochromonas,Chlorochromonas_sp.
ASV_1075,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_sp.
ASV_1076,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chrysosaccales,Chrysosaccaceae,NA,NA
ASV_1077,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmaceae_X,Scenedesmaceae_X_sp.
ASV_1078,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_1079,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA
ASV_1080,Eukaryota,CRuMs,Rigifilida,Rigifilida_X,Rigifilida_XX,Rigifilida_XXX,Rigifilida_XXXX,Rigifila,Rigifila_ramosa
ASV_1081,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Pansomonadida,Agitatidae,Agitatidae_X,Agitatidae_X_sp.
ASV_1082,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,NA,NA,NA,NA
ASV_1083,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,NA,NA
ASV_1084,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Acanthoecida,NA,NA,NA
ASV_1085,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Bosmina,Bosmina_longirostris
ASV_1086,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA
ASV_1087,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Occidodiaptomus,NA
ASV_1088,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_1089,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Horreolanus,Horreolanus_orphanus
ASV_1090,Eukaryota,Obazoa,Opisthokonta,Fungi,Rozellomycota,Rozellomycota_X,Rozellomycota_XX,Rozellomycota_XXX,Rozellomycota_XXX_sp.
ASV_1091,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Carteria,Carteria_lunzensis
ASV_1092,Eukaryota,TSAR,Rhizaria,Cercozoa,Novel-clade-10-12,Novel-clade-10,Novel-clade-10_X,Novel-clade-10_XX,Novel-clade-10_XX_sp.
ASV_1093,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Scenedesmus,NA
ASV_1094,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chromulinales,Chromulinaceae,Chromulinospumella,Chromulinospumella_sphaerica
ASV_1095,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Cladochytriales,Nowakowskiellaceae,Nowakowskiella,Nowakowskiella_hemisphaerospora
ASV_1096,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chrysosaccales,Chrysosaccaceae,Chrysosaccus,Chrysosaccus_sp.
ASV_1097,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA
ASV_1098,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Anopheles,Anopheles_punctipennis
ASV_1099,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Carteria,Carteria_lunzensis
ASV_1100,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_1101,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Chytridiales,Chytridiaceae,Chytridium,Chytridium_polysiphoniae
ASV_1102,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Haliphthorales,NA,NA
ASV_1103,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12_X,MAST-12_X_sp.
ASV_1104,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_cryptotenella
ASV_1105,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Colpodellida_CHR1,Colpodellida_CHR1_X,Colpodellida_CHR1_X_sp.
ASV_1106,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Asterococcus,Asterococcus_superbus
ASV_1107,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12_X,MAST-12_X_sp.
ASV_1108,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Zygophlyctidales,Zygophlyctidaceae,Zygophlyctis,NA
ASV_1109,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Chytridiales,Chytridiaceae,Chytridium,Chytridium_polysiphoniae
ASV_1110,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_curvata
ASV_1111,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Plagioselmis,Plagioselmis_nannoplanctica
ASV_1112,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1113,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chromulinales,NA,NA,NA
ASV_1114,Eukaryota,TSAR,Rhizaria,Cercozoa,Novel-clade-10-12,Tremulida,Tremulidae,Tremula,Tremula_longifila
ASV_1115,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Lachnella,Lachnella_villosa
ASV_1116,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,Vernalophrys,Vernalophrys_algivore
ASV_1117,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Colpodellida_CHR1,Colpodellida_CHR1_X,Colpodellida_CHR1_X_sp.
ASV_1118,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,Chaetonotus_daphnes
ASV_1119,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,NA,NA
ASV_1120,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Salpingoecidae_Group_C1,Salpingoecidae_Group_C1_X,Salpingoecidae_Group_C1_X_sp.
ASV_1121,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1122,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Spizellomycetales,Spizellomycetales_X,Spizellomycetales_XX,Spizellomycetales_XX_sp.
ASV_1123,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_sp.
ASV_1124,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Entomophthoromycotina,Entomophthorales,Entomophthora,Entomophthora_muscae
ASV_1125,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,NA,NA
ASV_1126,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Cypridopsis,Cypridopsis_sp.
ASV_1127,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Chlorellales,Chlorellales_X,NA,NA
ASV_1128,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Haliphthorales,NA,NA
ASV_1129,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12C,MAST-12C_sp.
ASV_1130,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
ASV_1131,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,Peronosporales_X,Peronosporales_X_sp.
ASV_1132,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,NA,NA
ASV_1133,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1134,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Spizellomycetales,NA,NA,NA
ASV_1135,Eukaryota,TSAR,Rhizaria,Cercozoa,Novel-clade-10-12,Novel-clade-10,Novel-clade-10_X,Novel-clade-10_XX,Novel-clade-10_XX_sp.
ASV_1136,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1137,Eukaryota,TSAR,Stramenopiles,Gyrista,NA,NA,NA,NA,NA
ASV_1138,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Gonium,Gonium_pectorale
ASV_1139,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA
ASV_1140,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1141,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiaceae,Rhizophydium,NA
ASV_1142,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,NA,NA,NA,NA
ASV_1143,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_sp.
ASV_1144,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1145,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Mougeotia,Mougeotia_sp.
ASV_1146,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chrysosaccales,Chrysosaccaceae,Chrysosphaera,Chrysosphaera_parvula
ASV_1147,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Chlorellales,Chlorellales_X,Micractinium,Micractinium_reisseri
ASV_1148,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Cosmarium,Cosmarium_trilobulatum
ASV_1149,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_1150,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA,NA
ASV_1151,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Trebouxiophyceae_X,Trebouxiophyceae_XX,Botryococcus,Botryococcus_terribilis
ASV_1152,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1153,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Chlorellales,Chlorellales_X,NA,NA
ASV_1154,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra_ulna
ASV_1155,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Pansomonadida,Agitatidae,Agitatidae_X,Agitatidae_X_sp.
ASV_1156,Eukaryota,Obazoa,Opisthokonta,Fungi,Rozellomycota,Rozellomycota_X,Rozellomycota_XX,Rozella,Rozella_multimorpha
ASV_1157,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_1158,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1159,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Carteria,Carteria_lunzensis
ASV_1160,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Poteriospumella,NA
